Disease,Province,Age_Group,Gender,Reported_Cases,Deaths,Hospitalized,Recovered,Month,Year,Season,Urban_Rural,Vaccinated,Travel_History,Comorbidity,Quarantined,ICU_Admission,Symptom_Fever,Symptom_Cough,Symptom_Rash,Contact_Tracing,Lab_Confirmed,Follow_Up,Days_Hospitalized,Region_Code
Typhoid,Jiangsu,0-14,Female,22,0,1,1,11,2022,Autumn,Urban,0,0,0,0,0,0,0,0,1,0,1,1,322
HIV/AIDS,Shanghai,65+,Female,25,0,1,1,4,2018,Spring,Urban,1,0,0,0,1,1,0,0,1,1,1,0,119
Dysentery,Zhejiang,15-24,Male,23,0,1,1,10,2018,Autumn,Urban,0,0,0,1,1,1,0,0,1,1,1,0,556
Scarlet Fever,Yunnan,65+,Female,24,0,1,1,3,2020,Spring,Urban,1,1,0,1,0,0,0,0,1,1,0,6,385
Dysentery,Guangdong,25-44,Male,17,0,1,1,7,2020,Summer,Rural,1,1,0,0,0,1,1,0,0,1,0,6,545
Influenza,Yunnan,0-14,Male,22,0,1,1,8,2019,Summer,Rural,1,0,0,0,0,0,0,0,0,0,1,28,432
Scarlet Fever,Hunan,45-64,Male,23,0,1,1,11,2018,Autumn,Urban,1,0,0,1,1,1,0,0,0,1,0,15,125
Chickenpox,Sichuan,65+,Female,25,1,1,0,12,2019,Winter,Rural,0,1,0,0,1,1,0,1,0,1,1,0,677
Hepatitis B,Shandong,45-64,Female,14,0,1,1,4,2019,Spring,Urban,0,0,0,0,0,1,0,0,0,1,1,4,672
Hepatitis B,Henan,0-14,Male,30,1,1,0,12,2022,Winter,Urban,0,0,0,0,0,0,1,0,1,1,0,20,544
Tuberculosis,Hunan,65+,Male,21,0,1,1,12,2020,Winter,Urban,1,0,0,0,0,0,0,1,0,1,1,13,656
Brucellosis,Zhejiang,45-64,Male,28,1,1,0,10,2019,Autumn,Urban,1,0,0,0,0,1,0,0,0,1,0,22,913
HIV/AIDS,Hunan,45-64,Female,26,1,0,0,12,2019,Winter,Rural,0,0,0,0,0,0,0,0,0,1,0,0,891
Influenza,Zhejiang,65+,Female,19,0,0,1,11,2020,Autumn,Urban,0,0,0,1,0,0,0,0,0,1,0,0,432
Mumps,Henan,0-14,Male,19,0,1,0,11,2020,Autumn,Rural,1,0,1,0,0,1,1,0,1,1,0,27,214
Rabies,Beijing,45-64,Male,15,1,0,0,6,2018,Summer,Rural,0,0,0,0,0,1,0,0,0,0,0,0,115
Brucellosis,Shandong,25-44,Female,21,0,1,0,11,2020,Autumn,Rural,0,0,0,0,0,0,0,0,0,1,0,4,437
Hepatitis B,Jiangsu,65+,Male,10,1,1,0,11,2022,Autumn,Rural,1,0,0,0,0,0,0,0,0,1,0,29,243
Dysentery,Jiangsu,15-24,Female,12,1,1,0,2,2018,Winter,Urban,1,0,0,0,0,1,0,0,0,1,1,23,933
Typhoid,Shanghai,15-24,Female,22,0,1,1,8,2019,Summer,Rural,1,0,0,0,0,0,1,0,0,1,1,18,740
Typhoid,Yunnan,0-14,Male,21,0,1,1,6,2022,Summer,Urban,0,0,0,0,0,0,1,0,0,1,0,17,685
Chickenpox,Beijing,25-44,Male,17,0,1,1,11,2022,Autumn,Rural,1,0,0,1,0,1,1,0,0,1,1,25,636
Influenza,Jiangsu,45-64,Female,22,1,0,0,9,2018,Autumn,Urban,1,0,0,1,0,1,0,0,0,1,0,0,113
HIV/AIDS,Hunan,15-24,Female,23,0,0,1,11,2019,Autumn,Urban,0,0,1,1,0,0,1,0,1,1,1,0,308
HIV/AIDS,Yunnan,0-14,Female,19,0,0,1,6,2018,Summer,Rural,0,1,0,0,0,1,1,0,1,1,1,0,746
Measles,Beijing,25-44,Female,17,0,1,1,6,2021,Summer,Rural,0,0,0,1,0,0,1,0,0,1,0,18,120
COVID-19,Sichuan,25-44,Female,24,0,1,1,12,2021,Winter,Rural,1,1,0,0,0,0,1,1,0,1,0,10,960
Syphilis,Sichuan,0-14,Male,19,0,1,1,2,2018,Winter,Urban,0,0,0,1,0,1,1,0,1,1,0,2,190
Hepatitis B,Yunnan,0-14,Female,17,0,1,1,5,2019,Spring,Rural,1,0,1,0,0,1,0,0,0,1,1,10,660
HIV/AIDS,Zhejiang,45-64,Female,20,0,1,1,9,2019,Autumn,Rural,1,1,0,0,0,0,0,0,0,1,1,6,999
Chickenpox,Zhejiang,0-14,Female,24,0,1,1,1,2020,Winter,Rural,1,0,0,0,0,1,1,0,0,1,0,16,623
Dysentery,Hunan,45-64,Male,18,1,1,0,4,2022,Spring,Urban,0,0,0,0,0,0,0,0,0,0,1,22,121
Influenza,Beijing,45-64,Male,18,0,1,1,10,2018,Autumn,Rural,0,0,0,1,0,1,0,0,0,0,1,17,971
Rabies,Beijing,65+,Female,22,1,1,0,10,2022,Autumn,Rural,1,0,1,0,0,1,0,1,1,1,1,25,773
Measles,Yunnan,25-44,Female,21,1,1,0,3,2022,Spring,Urban,1,0,0,1,0,1,1,0,0,1,1,14,509
Chickenpox,Guangdong,25-44,Male,17,0,1,1,1,2021,Winter,Rural,0,0,0,0,0,0,1,0,1,1,1,29,255
Malaria,Sichuan,25-44,Male,14,0,1,1,1,2021,Winter,Urban,1,0,0,0,0,0,0,0,0,1,1,16,258
Tuberculosis,Beijing,65+,Male,24,0,0,1,1,2018,Winter,Urban,1,0,0,0,0,0,0,0,0,1,1,0,881
Rabies,Yunnan,45-64,Male,22,0,1,1,1,2018,Winter,Urban,1,0,1,1,0,1,1,0,0,1,1,24,186
Malaria,Shanghai,0-14,Male,10,1,1,0,11,2018,Autumn,Urban,1,0,0,0,0,0,1,1,1,1,1,23,506
Mumps,Henan,65+,Female,14,0,1,1,5,2019,Spring,Urban,0,0,0,0,1,0,0,0,0,0,0,9,820
Typhoid,Hunan,65+,Male,14,0,1,1,4,2018,Spring,Urban,0,0,0,0,0,0,0,0,0,1,0,14,777
Tuberculosis,Beijing,0-14,Male,21,0,1,1,9,2019,Autumn,Urban,1,1,1,1,0,1,0,1,0,1,1,22,109
Hepatitis B,Shandong,15-24,Male,18,1,0,0,3,2022,Spring,Urban,1,0,0,0,0,0,1,0,0,1,1,0,129
Dysentery,Jiangsu,25-44,Male,18,0,1,1,2,2019,Winter,Urban,0,0,1,0,0,0,0,0,1,1,0,14,874
Tuberculosis,Shandong,25-44,Female,21,0,1,0,4,2022,Spring,Urban,1,0,0,1,0,0,1,0,0,1,1,25,357
COVID-19,Yunnan,45-64,Female,18,0,1,1,9,2022,Autumn,Urban,0,0,0,0,1,0,0,0,0,1,0,0,377
Syphilis,Beijing,15-24,Female,21,0,0,1,4,2022,Spring,Urban,0,0,0,0,0,0,0,0,0,1,0,0,232
Malaria,Shanghai,25-44,Male,18,0,1,1,12,2020,Winter,Rural,0,1,0,0,0,0,0,0,1,1,0,20,556
Hepatitis B,Yunnan,45-64,Female,22,0,1,1,5,2020,Spring,Urban,0,1,0,0,0,1,1,0,1,1,0,18,296
Scarlet Fever,Yunnan,15-24,Male,20,0,0,1,4,2019,Spring,Rural,1,0,0,0,0,1,1,0,0,1,1,0,667
Syphilis,Hunan,25-44,Female,17,0,1,1,8,2018,Summer,Rural,1,0,1,0,0,1,0,0,0,0,1,1,375
Typhoid,Hunan,0-14,Male,21,1,1,0,4,2019,Spring,Rural,1,1,0,0,0,0,0,0,0,1,0,5,576
Syphilis,Sichuan,65+,Female,12,0,1,1,2,2020,Winter,Rural,0,1,0,0,0,1,0,0,1,1,0,23,297
Measles,Sichuan,15-24,Female,23,0,0,0,12,2021,Winter,Rural,1,0,0,1,0,0,1,0,0,1,0,0,423
Measles,Zhejiang,45-64,Male,20,0,1,1,4,2021,Spring,Rural,0,0,1,0,0,1,0,0,1,1,0,23,583
Mumps,Guangdong,15-24,Female,21,0,0,1,2,2019,Winter,Urban,1,0,0,0,0,0,0,0,0,0,0,0,284
COVID-19,Beijing,45-64,Female,29,0,1,1,9,2020,Autumn,Rural,1,0,1,0,0,0,0,0,1,1,0,1,632
Influenza,Beijing,15-24,Male,17,0,1,1,11,2022,Autumn,Urban,1,0,0,0,0,0,1,0,0,1,0,9,116
Rabies,Shandong,45-64,Male,24,0,0,1,8,2020,Summer,Urban,1,0,0,1,0,1,0,0,1,1,0,0,178
Rabies,Beijing,25-44,Male,17,0,0,1,9,2019,Autumn,Rural,1,1,0,0,0,0,0,0,0,1,0,0,126
Scarlet Fever,Beijing,0-14,Male,17,0,1,0,4,2020,Spring,Urban,1,0,0,0,0,1,1,0,0,1,1,20,778
Scarlet Fever,Guangdong,25-44,Male,14,1,1,0,1,2021,Winter,Urban,1,0,0,1,0,1,1,1,1,1,1,25,438
Hepatitis B,Jiangsu,0-14,Female,12,0,0,1,3,2022,Spring,Rural,1,0,0,1,0,1,0,0,0,1,0,0,846
Typhoid,Sichuan,25-44,Male,27,0,1,1,7,2019,Summer,Urban,1,0,0,0,0,0,0,0,1,1,0,19,575
HIV/AIDS,Sichuan,25-44,Female,18,0,1,1,1,2019,Winter,Rural,1,0,0,1,0,0,0,0,0,1,0,4,210
Mumps,Shanghai,15-24,Female,22,0,1,1,11,2018,Autumn,Rural,0,0,0,0,0,1,0,1,0,0,1,14,825
Measles,Beijing,65+,Male,22,1,0,0,8,2022,Summer,Rural,0,1,0,1,0,0,1,1,0,0,1,0,470
Hepatitis B,Guangdong,45-64,Female,20,0,1,1,9,2019,Autumn,Rural,1,1,0,1,1,1,0,0,0,1,1,0,468
HIV/AIDS,Sichuan,45-64,Female,13,1,0,0,8,2020,Summer,Rural,1,0,0,1,0,1,0,0,0,1,1,0,809
Rabies,Guangdong,45-64,Male,12,0,1,1,5,2020,Spring,Urban,1,0,0,1,0,1,0,0,0,1,1,16,578
Influenza,Henan,0-14,Female,15,0,1,1,12,2020,Winter,Rural,0,1,0,0,0,0,0,0,1,1,1,8,808
Syphilis,Jiangsu,45-64,Male,24,1,1,0,11,2020,Autumn,Rural,1,0,1,1,1,1,0,0,1,1,0,8,112
Measles,Beijing,45-64,Male,18,0,1,1,12,2019,Winter,Urban,0,0,1,1,1,1,1,0,0,1,1,14,724
Hepatitis B,Shanghai,15-24,Male,21,1,1,0,9,2021,Autumn,Rural,1,0,0,0,0,1,0,0,0,1,0,17,709
Tuberculosis,Shandong,25-44,Female,13,0,1,1,4,2022,Spring,Rural,1,0,0,1,0,1,1,0,0,0,1,2,917
HIV/AIDS,Sichuan,45-64,Female,13,0,1,1,9,2020,Autumn,Rural,0,0,0,1,0,1,1,0,0,1,1,7,749
Syphilis,Henan,65+,Female,13,0,1,1,1,2019,Winter,Rural,1,0,0,0,0,1,0,0,0,1,0,2,667
Measles,Guangdong,45-64,Female,22,0,1,1,12,2019,Winter,Rural,1,1,1,0,1,1,0,0,0,1,0,18,203
Rabies,Hunan,0-14,Male,24,0,0,1,11,2020,Autumn,Rural,0,0,0,0,0,0,0,0,1,0,0,0,331
Chickenpox,Yunnan,0-14,Female,24,0,1,1,3,2018,Spring,Rural,1,0,0,0,0,1,1,1,0,1,1,12,271
Typhoid,Beijing,0-14,Male,17,0,1,1,4,2019,Spring,Urban,1,0,0,0,1,1,1,0,0,1,0,21,639
HIV/AIDS,Beijing,45-64,Female,20,0,1,1,11,2022,Autumn,Rural,1,0,0,0,0,1,1,0,0,1,0,15,568
Rabies,Henan,15-24,Female,24,0,0,1,10,2022,Autumn,Urban,0,1,0,0,0,1,1,0,0,1,1,0,904
Measles,Guangdong,65+,Female,24,1,1,0,1,2018,Winter,Rural,0,0,0,0,0,1,0,0,0,1,0,25,391
HIV/AIDS,Zhejiang,45-64,Female,10,0,1,1,12,2019,Winter,Rural,1,0,0,1,0,1,0,0,0,1,1,19,703
Mumps,Beijing,15-24,Female,21,0,1,1,6,2018,Summer,Rural,0,0,0,0,0,1,0,0,0,1,1,4,304
Syphilis,Zhejiang,15-24,Male,28,0,1,0,4,2019,Spring,Urban,1,0,0,0,0,1,1,0,0,1,1,25,924
Brucellosis,Hunan,45-64,Female,28,1,0,0,4,2019,Spring,Urban,1,0,0,0,0,0,1,0,0,1,1,0,647
Measles,Henan,45-64,Female,18,0,1,1,1,2018,Winter,Urban,1,0,0,1,0,1,0,0,0,0,1,29,228
Mumps,Guangdong,15-24,Female,23,1,1,0,5,2021,Spring,Rural,0,0,0,0,0,1,0,0,1,1,0,1,270
Malaria,Guangdong,15-24,Female,22,1,1,0,9,2020,Autumn,Rural,0,0,1,1,0,1,1,0,0,1,1,2,596
Hepatitis B,Jiangsu,15-24,Male,16,0,1,1,6,2020,Summer,Urban,1,0,0,0,0,0,0,0,0,0,1,27,462
Chickenpox,Yunnan,45-64,Female,17,0,1,1,8,2020,Summer,Urban,1,0,0,0,0,1,0,1,1,0,1,2,973
Scarlet Fever,Sichuan,15-24,Male,24,1,1,0,11,2018,Autumn,Rural,0,0,0,0,0,1,0,1,0,1,1,28,294
Syphilis,Sichuan,0-14,Female,12,0,0,1,4,2019,Spring,Rural,0,1,0,0,0,0,0,0,1,1,1,0,982
HIV/AIDS,Shandong,45-64,Male,19,0,0,1,9,2019,Autumn,Rural,0,0,0,0,0,1,1,0,0,0,1,0,643
Typhoid,Shanghai,0-14,Male,20,1,0,0,7,2022,Summer,Urban,1,0,0,0,0,0,0,0,0,1,0,0,730
Rabies,Henan,25-44,Male,13,0,1,0,7,2019,Summer,Urban,0,1,0,0,0,0,0,0,0,1,1,26,479
Scarlet Fever,Hunan,45-64,Male,29,1,1,0,8,2021,Summer,Rural,0,0,0,0,0,0,0,0,0,0,0,15,681
Tuberculosis,Guangdong,25-44,Male,18,1,1,0,2,2020,Winter,Rural,0,0,0,0,0,0,0,0,0,1,1,15,413
Rabies,Yunnan,15-24,Female,27,0,1,1,12,2021,Winter,Rural,1,0,0,0,0,1,0,0,0,1,1,18,535
HIV/AIDS,Zhejiang,15-24,Male,15,0,1,1,6,2020,Summer,Urban,0,0,0,1,0,0,0,0,0,1,0,16,297
Chickenpox,Henan,65+,Female,21,0,0,1,7,2018,Summer,Rural,0,0,1,1,0,0,0,0,0,1,0,0,444
COVID-19,Shandong,15-24,Male,18,0,1,1,3,2021,Spring,Urban,1,0,0,0,0,1,1,0,0,1,1,4,383
Rabies,Henan,25-44,Male,22,1,0,0,8,2019,Summer,Urban,0,0,0,0,0,1,0,1,0,1,0,0,330
COVID-19,Shandong,15-24,Female,19,1,1,0,1,2020,Winter,Urban,0,0,1,0,0,1,0,0,0,1,1,21,804
Hepatitis B,Guangdong,45-64,Male,14,0,1,1,1,2022,Winter,Rural,1,0,0,0,0,1,1,0,0,0,0,11,779
Chickenpox,Shanghai,15-24,Male,16,0,1,1,10,2021,Autumn,Rural,0,0,0,0,0,1,0,0,0,0,1,28,563
Measles,Shandong,65+,Male,24,0,1,1,3,2018,Spring,Urban,1,1,0,0,0,0,0,0,0,0,1,25,699
Mumps,Guangdong,15-24,Male,27,0,1,1,6,2022,Summer,Urban,1,0,0,0,0,0,1,1,0,1,0,6,214
Tuberculosis,Guangdong,25-44,Female,18,0,0,1,7,2018,Summer,Rural,1,0,1,1,0,1,0,0,1,1,1,0,749
Dysentery,Shanghai,25-44,Male,15,1,1,0,2,2020,Winter,Urban,1,0,0,0,1,1,0,0,0,1,1,0,175
HIV/AIDS,Sichuan,15-24,Male,24,0,1,1,6,2021,Summer,Rural,0,0,0,1,0,0,0,0,0,1,1,5,545
Influenza,Henan,25-44,Female,22,1,1,0,12,2018,Winter,Rural,1,0,0,0,1,1,1,0,0,1,1,15,392
Dysentery,Beijing,25-44,Female,18,0,0,1,5,2022,Spring,Rural,0,0,0,0,0,1,0,0,1,0,0,0,838
Rabies,Beijing,65+,Male,19,0,0,1,6,2022,Summer,Rural,1,0,0,0,0,1,0,0,0,1,1,0,927
Scarlet Fever,Zhejiang,45-64,Male,15,0,1,1,1,2019,Winter,Urban,0,0,0,0,0,1,0,0,1,1,0,22,702
HIV/AIDS,Zhejiang,65+,Female,11,1,0,0,10,2018,Autumn,Rural,1,1,0,1,0,0,0,0,0,1,0,0,176
Mumps,Beijing,0-14,Male,22,0,1,0,7,2021,Summer,Urban,1,1,0,0,0,0,0,0,1,1,0,28,449
Malaria,Hunan,65+,Female,16,0,1,1,8,2021,Summer,Urban,1,1,0,0,0,0,0,0,0,1,1,29,470
Mumps,Beijing,15-24,Male,20,0,1,1,7,2019,Summer,Urban,1,1,0,1,0,0,0,0,0,1,0,18,422
Influenza,Zhejiang,45-64,Female,14,0,1,1,9,2022,Autumn,Rural,0,0,0,1,0,1,0,0,0,1,1,29,279
Tuberculosis,Yunnan,15-24,Female,24,0,1,1,1,2018,Winter,Rural,0,0,1,0,0,0,1,0,0,1,0,24,518
Mumps,Zhejiang,0-14,Female,22,0,1,1,10,2022,Autumn,Urban,0,0,0,0,0,1,1,1,1,1,0,9,467
Typhoid,Hunan,45-64,Male,21,0,1,1,9,2018,Autumn,Rural,0,0,1,0,0,1,1,0,1,1,0,15,801
Malaria,Henan,25-44,Male,25,0,0,1,11,2018,Autumn,Rural,0,0,1,1,0,1,1,1,0,1,0,0,495
Dysentery,Beijing,65+,Male,17,0,0,1,11,2018,Autumn,Rural,1,0,0,0,0,0,1,0,0,1,1,0,853
Measles,Shanghai,15-24,Male,10,1,1,0,3,2022,Spring,Rural,1,0,0,0,0,0,0,0,0,0,1,10,640
Hepatitis B,Yunnan,0-14,Female,18,0,1,1,2,2022,Winter,Rural,0,0,0,1,0,1,0,0,1,1,1,23,385
Typhoid,Guangdong,25-44,Female,27,0,1,1,6,2022,Summer,Urban,1,0,0,0,0,1,1,0,0,1,0,23,761
Brucellosis,Hunan,65+,Female,20,0,1,1,11,2020,Autumn,Rural,1,0,0,0,1,0,0,1,0,1,1,27,436
Malaria,Zhejiang,25-44,Male,17,0,1,1,5,2022,Spring,Rural,1,0,0,0,0,0,0,1,0,1,0,1,408
Measles,Shanghai,65+,Male,20,0,1,1,4,2019,Spring,Urban,1,0,0,0,0,0,0,0,1,1,0,24,318
Measles,Shandong,45-64,Male,19,1,1,0,4,2020,Spring,Rural,1,0,0,0,1,1,0,0,0,1,1,2,889
HIV/AIDS,Sichuan,25-44,Female,24,0,1,1,8,2018,Summer,Urban,1,0,1,1,0,1,1,0,0,0,1,25,916
Malaria,Beijing,25-44,Male,31,0,1,1,10,2021,Autumn,Urban,1,0,0,1,0,1,0,0,0,1,1,21,490
Tuberculosis,Sichuan,25-44,Male,22,0,0,1,3,2020,Spring,Rural,1,0,0,1,0,1,1,0,1,1,1,0,145
Rabies,Hunan,45-64,Female,25,0,1,1,1,2020,Winter,Urban,1,1,0,1,1,1,0,0,0,1,0,3,110
Influenza,Shandong,0-14,Female,21,2,1,0,5,2018,Spring,Urban,1,0,0,0,0,1,1,1,0,1,1,13,115
Brucellosis,Shandong,65+,Male,20,1,1,0,8,2022,Summer,Rural,1,0,0,0,0,0,0,1,0,1,0,4,281
Influenza,Shandong,25-44,Female,23,0,1,1,3,2022,Spring,Urban,0,0,0,1,0,0,0,0,1,1,1,2,796
Dysentery,Guangdong,45-64,Male,19,0,1,1,2,2020,Winter,Rural,1,0,0,0,0,0,0,1,0,1,0,27,647
Dysentery,Hunan,0-14,Female,10,1,0,0,1,2022,Winter,Urban,0,0,0,1,0,0,0,0,0,1,1,0,150
Influenza,Henan,65+,Female,14,0,1,1,4,2020,Spring,Rural,1,0,0,0,0,1,0,0,0,1,1,7,249
Mumps,Sichuan,45-64,Female,13,0,0,1,11,2021,Autumn,Urban,1,1,0,0,0,1,1,0,0,1,1,0,587
Tuberculosis,Henan,65+,Male,24,1,1,0,2,2021,Winter,Rural,1,0,0,0,0,0,0,0,0,1,1,11,520
Mumps,Jiangsu,0-14,Male,22,0,1,1,11,2019,Autumn,Urban,1,0,1,0,0,1,0,0,0,0,0,7,390
Scarlet Fever,Yunnan,45-64,Female,19,1,1,0,10,2019,Autumn,Urban,0,0,1,0,0,1,0,0,0,1,1,22,724
Mumps,Yunnan,0-14,Female,17,0,1,1,12,2022,Winter,Rural,0,0,1,0,0,1,0,1,0,1,1,6,905
Hepatitis B,Henan,25-44,Female,26,0,0,1,9,2019,Autumn,Urban,1,0,0,0,0,1,0,0,0,0,0,0,461
Syphilis,Jiangsu,0-14,Female,20,0,1,1,10,2021,Autumn,Urban,1,0,0,0,0,1,0,0,0,1,1,25,666
Rabies,Jiangsu,0-14,Male,15,0,1,0,1,2018,Winter,Urban,0,0,0,0,0,0,1,0,0,1,1,11,524
Hepatitis B,Beijing,15-24,Male,25,0,0,1,2,2021,Winter,Rural,1,0,0,0,0,1,1,0,0,1,1,0,393
HIV/AIDS,Shanghai,0-14,Male,27,0,1,1,6,2020,Summer,Rural,0,0,0,0,0,1,1,1,0,1,0,19,827
Syphilis,Hunan,65+,Female,14,0,1,1,10,2022,Autumn,Rural,0,1,0,0,0,1,1,1,0,0,1,10,985
Syphilis,Jiangsu,45-64,Female,23,2,1,0,12,2022,Winter,Urban,0,0,0,1,0,1,1,1,0,1,1,8,261
Malaria,Zhejiang,15-24,Male,17,0,1,1,7,2019,Summer,Urban,1,0,0,0,0,1,0,1,1,1,0,4,622
Tuberculosis,Yunnan,45-64,Female,16,1,1,0,2,2020,Winter,Urban,1,1,0,0,0,1,0,1,0,1,0,5,306
Tuberculosis,Zhejiang,45-64,Male,19,0,1,1,8,2019,Summer,Rural,0,0,0,0,0,1,0,0,1,1,1,6,369
Syphilis,Shanghai,25-44,Female,15,1,1,0,10,2019,Autumn,Rural,1,0,0,0,1,0,0,1,0,1,1,13,436
Scarlet Fever,Jiangsu,25-44,Female,17,0,1,1,9,2019,Autumn,Rural,1,0,0,1,1,1,0,1,0,1,0,17,632
Mumps,Sichuan,15-24,Male,16,0,1,1,8,2020,Summer,Rural,1,0,0,0,0,1,0,0,0,1,0,14,511
Malaria,Yunnan,25-44,Male,21,0,1,1,9,2019,Autumn,Urban,1,1,1,1,0,0,0,0,0,1,0,1,718
Rabies,Beijing,25-44,Female,23,0,1,0,6,2022,Summer,Urban,0,0,0,0,0,0,1,1,1,1,1,15,201
Syphilis,Beijing,25-44,Male,17,0,0,1,11,2019,Autumn,Urban,0,0,1,0,0,0,0,0,1,1,0,0,953
Typhoid,Shandong,45-64,Male,22,0,1,1,7,2020,Summer,Rural,0,0,0,0,0,1,0,0,1,1,1,21,671
Dysentery,Guangdong,15-24,Female,16,1,0,0,6,2020,Summer,Urban,0,0,0,1,0,1,0,0,0,1,1,0,645
Dysentery,Jiangsu,45-64,Female,17,1,1,0,7,2021,Summer,Urban,1,0,1,0,0,1,0,0,1,0,0,6,164
Hepatitis B,Shanghai,65+,Female,16,1,1,0,3,2019,Spring,Rural,1,0,0,1,0,0,1,0,0,1,0,11,314
HIV/AIDS,Yunnan,45-64,Male,23,0,1,1,4,2020,Spring,Rural,1,0,0,0,0,1,1,1,0,1,0,27,871
Chickenpox,Guangdong,65+,Female,18,1,0,0,9,2019,Autumn,Urban,1,0,1,1,0,1,1,1,0,0,0,0,460
Chickenpox,Shanghai,0-14,Female,16,1,1,0,3,2018,Spring,Rural,1,0,1,0,0,0,0,0,0,1,1,11,846
Dysentery,Henan,0-14,Female,24,0,0,1,2,2022,Winter,Urban,0,0,0,0,0,0,1,0,1,1,1,0,411
COVID-19,Jiangsu,65+,Female,18,0,0,1,12,2022,Winter,Urban,1,0,0,0,0,0,1,0,0,1,1,0,169
Measles,Hunan,65+,Female,22,0,1,1,11,2019,Autumn,Rural,0,1,0,1,1,0,1,0,0,1,0,12,947
Hepatitis B,Hunan,45-64,Male,24,0,1,1,7,2022,Summer,Rural,0,0,0,0,0,0,1,0,0,1,0,4,109
Chickenpox,Jiangsu,65+,Female,15,0,1,1,6,2022,Summer,Urban,1,0,0,1,0,1,1,0,0,1,0,21,902
Dysentery,Shandong,15-24,Female,16,0,1,1,3,2018,Spring,Rural,1,0,0,1,0,1,0,0,0,1,0,21,315
HIV/AIDS,Shandong,0-14,Male,15,0,1,1,6,2022,Summer,Rural,0,0,0,0,0,1,1,0,0,0,1,20,863
Chickenpox,Hunan,0-14,Female,24,0,0,1,7,2022,Summer,Urban,0,0,1,0,0,1,0,0,0,1,1,0,943
Mumps,Sichuan,65+,Female,19,0,1,1,6,2020,Summer,Urban,0,0,0,1,0,1,0,0,0,1,1,17,290
Mumps,Yunnan,25-44,Male,22,0,1,1,1,2022,Winter,Urban,1,0,1,0,0,1,0,1,0,1,0,10,708
Tuberculosis,Hunan,25-44,Female,21,1,1,0,12,2019,Winter,Rural,1,0,0,0,0,1,1,0,0,0,1,25,318
Scarlet Fever,Sichuan,65+,Male,15,1,0,0,1,2022,Winter,Rural,1,0,0,0,0,0,0,0,0,1,0,0,508
Tuberculosis,Guangdong,15-24,Female,10,0,1,1,9,2019,Autumn,Rural,1,0,0,0,0,0,1,0,1,1,0,21,301
Rabies,Sichuan,25-44,Male,14,0,0,1,6,2022,Summer,Urban,1,0,1,0,0,0,0,1,0,1,1,0,480
Syphilis,Guangdong,65+,Male,22,0,0,1,12,2019,Winter,Rural,0,0,0,0,0,1,0,0,1,1,0,0,316
Typhoid,Shanghai,15-24,Female,16,0,1,1,2,2022,Winter,Urban,1,0,0,0,1,0,1,0,1,1,0,7,899
Tuberculosis,Zhejiang,15-24,Male,12,0,1,1,11,2019,Autumn,Rural,0,0,0,1,0,1,1,0,1,1,0,23,205
Brucellosis,Shanghai,45-64,Male,29,0,1,1,1,2022,Winter,Urban,1,0,1,0,0,0,0,0,0,1,0,7,155
Chickenpox,Hunan,15-24,Female,16,2,1,0,11,2018,Autumn,Rural,1,0,0,0,0,0,0,0,1,1,0,12,253
COVID-19,Guangdong,25-44,Female,21,0,0,1,12,2020,Winter,Urban,1,0,0,0,0,1,0,0,1,1,1,0,167
Malaria,Hunan,25-44,Male,22,0,1,1,2,2020,Winter,Urban,1,0,0,0,0,0,0,0,1,1,0,5,556
Dysentery,Jiangsu,65+,Female,20,0,1,1,8,2020,Summer,Urban,0,1,0,0,0,1,0,0,1,1,0,12,812
Malaria,Yunnan,65+,Male,17,0,1,1,5,2020,Spring,Urban,1,0,0,0,0,0,1,0,0,1,1,27,591
Brucellosis,Beijing,15-24,Male,21,0,1,1,7,2018,Summer,Rural,0,1,0,1,0,1,0,1,0,0,1,10,701
HIV/AIDS,Hunan,0-14,Female,22,0,1,1,7,2018,Summer,Rural,0,0,0,1,0,1,0,0,0,0,0,13,110
Tuberculosis,Yunnan,45-64,Female,26,0,1,1,2,2022,Winter,Rural,0,0,0,0,0,0,0,0,1,0,1,13,536
Typhoid,Sichuan,0-14,Male,24,0,0,1,4,2018,Spring,Rural,1,0,1,0,0,1,1,0,0,1,0,0,713
HIV/AIDS,Shanghai,15-24,Female,18,0,1,1,2,2020,Winter,Rural,1,0,0,0,0,1,0,0,0,1,0,4,899
Measles,Sichuan,15-24,Female,23,0,1,1,7,2021,Summer,Urban,1,1,0,0,0,0,1,0,1,0,1,14,798
Measles,Beijing,0-14,Male,21,0,0,1,5,2022,Spring,Rural,1,0,0,0,0,1,0,0,0,1,0,0,513
Malaria,Guangdong,45-64,Male,13,1,0,0,1,2019,Winter,Rural,0,0,0,0,0,0,1,1,1,1,1,0,330
Syphilis,Jiangsu,0-14,Male,21,0,1,1,2,2020,Winter,Urban,1,0,0,1,1,1,0,0,1,1,1,15,236
Hepatitis B,Yunnan,65+,Male,18,0,1,1,6,2020,Summer,Rural,0,0,0,0,1,1,0,0,0,0,0,28,622
Syphilis,Jiangsu,25-44,Male,16,0,1,0,4,2020,Spring,Rural,0,0,0,0,0,0,1,0,1,1,0,18,954
Chickenpox,Zhejiang,65+,Male,16,0,1,1,7,2018,Summer,Rural,0,0,0,1,0,1,0,0,1,1,0,16,500
